# vP4_set	vP1_set	ch1	ch2	ch3	ch4
# "vP4"	"vP1"	"ch1"	"ch2"	"ch3"	"ch4"
# 61	61
25	59	-77.44140625	125.50048828125	208.11767578125	-249.23095703125
25	60	-75.23193359375	126.03759765625	208.33740234375	-250.86669921875
25	61	-72.20458984375	125.62255859375	203.40576171875	-253.515625
25	62	-72.6318359375	124.64599609375	208.87451171875	-258.251953125
25	63	-70.88623046875	130.33447265625	207.06787109375	-251.8798828125
25	64	-75.341796875	129.7607421875	208.49609375	-252.294921875
25	65	-76.2451171875	122.7783203125	201.77001953125	-253.076171875
25	66	-74.57275390625	128.90625	207.99560546875	-256.6162109375
25	67	-73.779296875	123.42529296875	210.5224609375	-263.1103515625
25	68	-78.35693359375	124.98779296875	206.48193359375	-257.2509765625
25	69	-73.779296875	123.84033203125	209.28955078125	-256.77490234375
25	70	-75.40283203125	124.560546875	210.60791015625	-258.6181640625

26	10	-94.6533203125	133.740234375	208.70361328125	-196.19140625
26	11	-81.34765625	135.29052734375	215.36865234375	-205.55419921875
26	12	-80.04150390625	139.39208984375	220.49560546875	-219.68994140625
26	13	-73.35205078125	133.65478515625	224.10888671875	-218.9697265625
26	14	-72.8271484375	133.11767578125	219.7509765625	-219.59228515625
26	15	-68.505859375	131.48193359375	225.64697265625	-221.22802734375
26	16	-71.0693359375	132.21435546875	223.974609375	-234.26513671875
26	17	-67.1875	130.46875	221.56982421875	-228.84521484375
26	18	-71.8017578125	130.810546875	229.67529296875	-230.62744140625
26	19	-69.62890625	134.6923828125	223.44970703125	-234.1796875
26	20	-70.22705078125	131.9091796875	227.16064453125	-235.3271484375
26	21	-61.68212890625	132.71484375	229.11376953125	-233.1298828125
26	22	-65.771484375	138.232421875	233.89892578125	-240.27099609375
26	23	-65.22216796875	133.65478515625	224.462890625	-237.68310546875
26	24	-67.5537109375	135.85205078125	227.84423828125	-240.13671875
26	25	-58.642578125	130.419921875	230.09033203125	-232.36083984375
26	26	-64.208984375	131.79931640625	227.47802734375	-240.8203125
26	27	-62.31689453125	130.6884765625	229.55322265625	-237.98828125
26	28	-69.43359375	125.4150390625	230.7373046875	-242.61474609375
26	29	-63.34228515625	133.82568359375	229.96826171875	-243.15185546875
26	30	-68.39599609375	137.21923828125	229.08935546875	-239.73388671875
26	31	-64.90478515625	127.91748046875	223.22998046875	-249.76806640625
26	32	-59.1552734375	133.10546875	230.23681640625	-243.17626953125
26	33	-64.74609375	126.66015625	230.7861328125	-243.17626953125
26	34	-63.68408203125	122.15576171875	231.14013671875	-248.3642578125
26	35	-60.888671875	130.5908203125	239.22119140625	-243.51806640625
26	36	-60.72998046875	128.271484375	233.33740234375	-242.041015625
26	37	-59.619140625	128.13720703125	223.6328125	-249.6337890625
26	38	-73.52294921875	130.79833984375	214.05029296875	-244.7509765625
26	39	-77.84423828125	124.4140625	193.05419921875	-248.876953125
26	40	-80.712890625	130.0048828125	191.552734375	-241.10107421875
26	41	-78.50341796875	127.45361328125	195.556640625	-246.05712890625
26	42	-78.45458984375	129.6630859375	198.71826171875	-242.39501953125
26	43	-77.7099609375	132.72705078125	193.45703125	-246.76513671875
26	44	-80.46875	129.50439453125	195.6787109375	-248.4130859375
26	45	-79.6630859375	128.4912109375	192.05322265625	-247.44873046875
26	46	-77.13623046875	126.45263671875	195.3369140625	-244.6044921875
26	47	-76.4892578125	129.82177734375	191.54052734375	-248.2421875
26	48	-75.96435546875	128.38134765625	188.07373046875	-245.42236328125
26	49	-81.6162109375	126.18408203125	196.19140625	-251.4892578125
26	50	-81.48193359375	129.8095703125	193.701171875	-246.38671875
26	51	-75.537109375	125.68359375	195.78857421875	-249.40185546875
26	52	-75.74462890625	126.37939453125	195.88623046875	-249.169921875
26	53	-80.029296875	126.57470703125	190.13671875	-249.18212890625
26	54	-76.171875	128.45458984375	194.78759765625	-250.2685546875
26	55	-80.79833984375	123.046875	201.81884765625	-254.13818359375
26	56	-75.4638671875	126.55029296875	202.7099609375	-253.62548828125
26	57	-77.47802734375	128.94287109375	191.32080078125	-252.42919921875
26	58	-78.99169921875	127.587890625	197.20458984375	-251.64794921875
26	59	-79.84619140625	132.4951171875	199.0966796875	-252.13623046875
26	60	-76.74560546875	126.64794921875	202.4658203125	-254.7607421875
26	61	-83.447265625	128.1494140625	203.18603515625	-247.61962890625
26	62	-80.06591796875	128.4912109375	201.123046875	-251.4892578125
26	63	-79.3701171875	126.47705078125	207.03125	-251.28173828125
26	64	-78.30810546875	127.13623046875	194.66552734375	-254.6875
26	65	-77.18505859375	125.2685546875	199.23095703125	-246.7529296875
26	66	-80.1513671875	125.830078125	203.11279296875	-252.0263671875
26	67	-78.13720703125	118.61572265625	203.23486328125	-243.26171875
26	68	-77.83203125	125.79345703125	200.09765625	-254.52880859375
26	69	-80.6640625	128.9306640625	203.94287109375	-251.72119140625
26	70	-82.9345703125	127.16064453125	204.58984375	-256.77490234375

27	10	-92.724609375	140.51513671875	207.5927734375	-193.1884765625
27	11	-80.77392578125	135.9375	212.87841796875	-208.14208984375
27	12	-80.029296875	140.5029296875	221.6064453125	-210.85205078125
27	13	-76.79443359375	132.45849609375	222.412109375	-219.4580078125
27	14	-81.7626953125	137.92724609375	215.8447265625	-214.5263671875
27	15	-73.81591796875	136.29150390625	222.16796875	-226.57470703125
27	16	-68.603515625	129.8828125	221.17919921875	-227.74658203125
27	17	-70.88623046875	133.94775390625	225.28076171875	-225.91552734375
27	18	-65.576171875	129.60205078125	223.8525390625	-225.01220703125
27	19	-73.5595703125	131.591796875	223.57177734375	-233.94775390625
27	20	-66.69921875	136.8896484375	226.5869140625	-237.78076171875
27	21	-68.359375	132.2021484375	224.64599609375	-235.24169921875
27	22	-63.48876953125	127.587890625	227.35595703125	-235.36376953125
27	23	-66.19873046875	128.8818359375	227.5634765625	-242.44384765625
27	24	-67.37060546875	125.45166015625	231.40869140625	-238.56201171875
27	25	-67.8466796875	127.13623046875	222.25341796875	-240.576171875
27	26	-60.7666015625	133.056640625	228.30810546875	-235.14404296875
27	27	-64.74609375	128.173828125	227.28271484375	-243.115234375
27	28	-68.71337890625	130.06591796875	231.67724609375	-243.49365234375
27	29	-65.6005859375	133.75244140625	233.7890625	-239.2822265625
27	30	-62.158203125	126.35498046875	233.21533203125	-241.50390625
27	31	-65.53955078125	130.2001953125	232.177734375	-241.80908203125
27	32	-63.51318359375	127.44140625	232.60498046875	-238.0615234375
27	33	-66.80908203125	130.029296875	233.59375	-243.49365234375
27	34	-57.92236328125	123.4130859375	226.6357421875	-249.03564453125
27	35	-67.0654296875	131.04248046875	231.982421875	-246.44775390625
27	36	-64.00146484375	128.72314453125	224.7802734375	-250.15869140625
27	37	-65.53955078125	124.35302734375	214.7216796875	-240.36865234375
27	38	-72.509765625	124.32861328125	197.88818359375	-249.81689453125
27	39	-76.35498046875	131.06689453125	196.37451171875	-239.1357421875
27	40	-84.19189453125	126.806640625	192.73681640625	-249.76806640625
27	41	-80.77392578125	131.298828125	193.4814453125	-246.6064453125
27	42	-77.5146484375	129.7119140625	194.7509765625	-250.59814453125
27	43	-75.9765625	128.69873046875	196.15478515625	-245.3125
27	44	-81.591796875	132.763671875	192.4072265625	-251.0986328125
27	45	-78.5888671875	128.25927734375	194.2138671875	-247.94921875
27	46	-79.30908203125	131.97021484375	194.90966796875	-241.44287109375
27	47	-81.3232421875	126.98974609375	188.8671875	-249.96337890625
27	48	-78.1005859375	129.30908203125	194.8974609375	-249.89013671875
27	49	-83.1787109375	122.49755859375	191.41845703125	-247.66845703125
27	50	-79.4921875	127.20947265625	195.20263671875	-246.5576171875
27	51	-74.70703125	127.45361328125	199.27978515625	-252.81982421875
27	52	-87.63427734375	128.0029296875	195.54443359375	-249.70703125
27	53	-78.23486328125	125.42724609375	196.9482421875	-250.62255859375
27	54	-82.09228515625	127.69775390625	200.62255859375	-247.20458984375
27	55	-79.1015625	132.373046875	197.021484375	-248.62060546875
27	56	-76.11083984375	126.8310546875	201.025390625	-247.93701171875
27	57	-76.72119140625	133.60595703125	200.390625	-248.8037109375
27	58	-83.43505859375	124.9755859375	197.0458984375	-252.94189453125
27	59	-75.91552734375	129.55322265625	199.0234375	-251.1474609375
27	60	-78.41796875	125.03662109375	194.42138671875	-249.20654296875
27	61	-80.615234375	125.9521484375	195.78857421875	-249.3896484375
27	62	-79.833984375	128.16162109375	197.119140625	-251.07421875
27	63	-80.70068359375	127.11181640625	197.35107421875	-252.8076171875
27	64	-79.638671875	124.2431640625	201.94091796875	-252.77099609375
27	65	-79.01611328125	125.06103515625	199.98779296875	-248.7060546875
27	66	-79.08935546875	125.3173828125	198.15673828125	-256.43310546875
27	67	-75.6103515625	130.84716796875	202.35595703125	-254.6875
27	68	-76.59912109375	132.70263671875	201.07421875	-253.125
27	69	-76.52587890625	127.47802734375	199.71923828125	-256.26220703125
27	70	-81.99462890625	125.01220703125	205.859375	-251.46484375

28	10	-89.6728515625	133.056640625	200.64697265625	-189.34326171875
28	11	-83.65478515625	133.97216796875	216.83349609375	-207.16552734375
28	12	-76.66015625	137.158203125	216.748046875	-212.21923828125
28	13	-78.52783203125	130.28564453125	219.0185546875	-220.39794921875
28	14	-72.0458984375	131.201171875	222.39990234375	-220.41015625
28	15	-73.93798828125	134.11865234375	221.484375	-223.69384765625
28	16	-70.556640625	134.521484375	222.2900390625	-224.71923828125
28	17	-70.52001953125	137.24365234375	220.44677734375	-227.42919921875
28	18	-68.65234375	133.8134765625	224.01123046875	-229.50439453125
28	19	-72.52197265625	137.21923828125	226.30615234375	-229.08935546875
28	20	-68.3837890625	130.6884765625	222.59521484375	-232.21435546875
28	21	-62.82958984375	128.96728515625	230.45654296875	-232.80029296875
28	22	-65.91796875	130.5908203125	227.8564453125	-231.38427734375
28	23	-72.021484375	132.06787109375	230.126953125	-239.599609375
28	24	-64.83154296875	130.77392578125	224.37744140625	-237.79296875
28	25	-64.9169921875	134.9853515625	230.1025390625	-238.28125
28	26	-65.44189453125	131.2744140625	230.37109375	-240.6005859375
28	27	-64.7705078125	128.25927734375	226.66015625	-238.525390625
28	28	-59.66796875	132.18994140625	229.736328125	-241.29638671875
28	29	-62.79296875	125.7568359375	229.91943359375	-248.79150390625
28	30	-65.9912109375	132.2998046875	231.1767578125	-244.22607421875
28	31	-62.26806640625	131.84814453125	235.0341796875	-238.95263671875
28	32	-63.2080078125	132.84912109375	228.25927734375	-245.86181640625
28	33	-67.5048828125	126.806640625	229.84619140625	-244.71435546875
28	34	-62.70751953125	130.77392578125	228.67431640625	-243.84765625
28	35	-59.814453125	121.83837890625	233.9111328125	-241.2841796875
28	36	-61.14501953125	128.9306640625	229.06494140625	-243.93310546875
28	37	-65.66162109375	126.6357421875	223.8525390625	-247.412109375
28	38	-79.43115234375	130.55419921875	203.67431640625	-245.69091796875
28	39	-80.57861328125	129.84619140625	196.142578125	-255.23681640625
28	40	-81.34765625	131.28662109375	194.7021484375	-243.359375
28	41	-78.03955078125	126.96533203125	192.12646484375	-251.86767578125
28	42	-80.2490234375	131.33544921875	187.48779296875	-248.33984375
28	43	-81.4453125	124.23095703125	197.30224609375	-240.2587890625
28	44	-75.74462890625	124.8291015625	193.3349609375	-248.20556640625
28	45	-86.9140625	124.42626953125	192.7490234375	-246.47216796875
28	46	-77.0751953125	127.03857421875	193.9453125	-251.220703125
28	47	-78.1005859375	126.94091796875	193.15185546875	-251.6357421875
28	48	-78.955078125	126.67236328125	193.115234375	-249.93896484375
28	49	-79.8583984375	120.9228515625	192.15087890625	-243.0419921875
28	50	-78.5888671875	133.31298828125	188.02490234375	-249.84130859375
28	51	-84.228515625	127.392578125	194.39697265625	-249.45068359375
28	52	-76.708984375	122.57080078125	194.9951171875	-248.62060546875
28	53	-74.96337890625	127.11181640625	190.44189453125	-251.4404296875
28	54	-79.55322265625	128.50341796875	194.44580078125	-246.19140625
28	55	-78.08837890625	127.5634765625	193.359375	-249.21875
28	56	-79.6142578125	133.154296875	203.62548828125	-249.2919921875
28	57	-76.171875	123.876953125	196.37451171875	-250.9765625
28	58	-80.31005859375	123.779296875	192.3583984375	-248.828125
28	59	-75.52490234375	127.7587890625	199.609375	-254.3212890625
28	60	-79.01611328125	127.978515625	196.86279296875	-252.001953125
28	61	-76.7822265625	125.06103515625	197.8515625	-255.517578125
28	62	-80.04150390625	130.67626953125	198.86474609375	-249.54833984375
28	63	-77.62451171875	124.59716796875	200.50048828125	-250.0732421875
28	64	-72.37548828125	124.27978515625	200.47607421875	-254.18701171875
28	65	-76.67236328125	125.47607421875	197.1435546875	-250.28076171875
28	66	-80.62744140625	126.15966796875	199.23095703125	-247.216796875
28	67	-81.97021484375	127.20947265625	202.11181640625	-249.93896484375
28	68	-76.28173828125	129.7119140625	204.98046875	-254.57763671875
28	69	-80.67626953125	129.47998046875	209.814453125	-249.49951171875
28	70	-76.3671875	124.62158203125	202.94189453125	-255.57861328125

29	10	-85.205078125	136.376953125	202.50244140625	-190.71044921875
29	11	-87.548828125	137.90283203125	216.1865234375	-202.2705078125
29	12	-80.70068359375	132.9345703125	215.78369140625	-212.6953125
29	13	-76.57470703125	133.1787109375	216.22314453125	-214.88037109375
29	14	-76.2939453125	131.0302734375	216.162109375	-222.3388671875
29	15	-75.98876953125	134.86328125	221.61865234375	-220.73974609375
29	16	-70.73974609375	132.84912109375	225.634765625	-227.16064453125
29	17	-70.1904296875	137.29248046875	225.3173828125	-226.806640625
29	18	-67.7490234375	137.31689453125	223.01025390625	-231.53076171875
29	19	-69.2138671875	129.01611328125	225.390625	-233.2275390625
29	20	-73.15673828125	128.5888671875	226.59912109375	-233.642578125
29	21	-62.9638671875	129.52880859375	229.87060546875	-236.8408203125
29	22	-67.9931640625	131.0546875	221.4111328125	-236.36474609375
29	23	-62.4267578125	136.181640625	225.341796875	-235.80322265625
29	24	-66.845703125	131.591796875	223.095703125	-233.8623046875
29	25	-61.31591796875	132.84912109375	226.94091796875	-237.3291015625
29	26	-66.95556640625	128.82080078125	230.8837890625	-241.2353515625
29	27	-62.78076171875	132.91015625	221.74072265625	-241.5283203125
29	28	-66.8701171875	129.19921875	227.5390625	-242.85888671875
29	29	-60.5712890625	133.65478515625	231.982421875	-246.826171875
29	30	-60.99853515625	127.77099609375	227.978515625	-242.48046875
29	31	-61.29150390625	131.18896484375	231.38427734375	-243.3349609375
29	32	-64.05029296875	131.77490234375	232.6416015625	-243.5546875
29	33	-65.283203125	128.96728515625	232.373046875	-241.93115234375
29	34	-61.1328125	127.5146484375	228.28369140625	-245.556640625
29	35	-64.29443359375	131.09130859375	230.5908203125	-244.23828125
29	36	-66.259765625	132.09228515625	232.84912109375	-242.61474609375
29	37	-62.65869140625	129.78515625	227.89306640625	-243.9697265625
29	38	-69.93408203125	129.50439453125	205.52978515625	-247.15576171875
29	39	-78.2958984375	125.4638671875	189.306640625	-245.83740234375
29	40	-75.96435546875	126.5625	191.8212890625	-244.51904296875
29	41	-79.1259765625	131.5185546875	191.83349609375	-246.435546875
29	42	-84.5703125	130.35888671875	194.7021484375	-245.03173828125
29	43	-81.50634765625	124.1943359375	197.119140625	-245.2880859375
29	44	-77.47802734375	126.86767578125	195.59326171875	-247.4365234375
29	45	-82.6904296875	127.4658203125	191.49169921875	-246.42333984375
29	46	-76.86767578125	130.50537109375	199.15771484375	-249.5849609375
29	47	-81.4208984375	125.18310546875	192.724609375	-247.10693359375
29	48	-78.466796875	125.40283203125	193.78662109375	-252.7099609375
29	49	-77.60009765625	126.84326171875	191.162109375	-246.10595703125
29	50	-83.58154296875	126.5380859375	193.310546875	-248.5107421875
29	51	-81.99462890625	128.2470703125	192.95654296875	-246.08154296875
29	52	-80.5908203125	126.318359375	194.0185546875	-250.57373046875
29	53	-79.38232421875	128.43017578125	197.0947265625	-249.42626953125
29	54	-77.099609375	127.38037109375	198.3154296875	-249.0234375
29	55	-81.14013671875	122.802734375	196.0693359375	-253.40576171875
29	56	-80.35888671875	130.70068359375	200.59814453125	-247.25341796875
29	57	-81.7626953125	128.13720703125	198.2177734375	-249.12109375
29	58	-75.30517578125	132.65380859375	198.15673828125	-246.923828125
29	59	-77.38037109375	125.5615234375	198.73046875	-252.96630859375
29	60	-75.74462890625	129.541015625	197.55859375	-253.35693359375
29	61	-75.8056640625	127.099609375	197.6806640625	-252.16064453125
29	62	-76.9287109375	129.8828125	197.18017578125	-251.171875
29	63	-77.67333984375	125.98876953125	200.18310546875	-249.62158203125
29	64	-79.52880859375	133.0810546875	205.029296875	-253.60107421875
29	65	-79.13818359375	133.75244140625	203.6865234375	-248.79150390625
29	66	-76.30615234375	122.9736328125	200.5615234375	-254.98046875
29	67	-80.33447265625	130.09033203125	202.11181640625	-252.50244140625
29	68	-79.91943359375	127.1484375	203.271484375	-252.45361328125
29	69	-78.7353515625	123.8037109375	201.9287109375	-248.5595703125
29	70	-78.99169921875	128.74755859375	202.55126953125	-249.13330078125

30	10	-86.5478515625	134.28955078125	206.0791015625	-189.208984375
30	11	-81.884765625	139.12353515625	214.84375	-206.787109375
30	12	-77.52685546875	135.21728515625	219.482421875	-211.04736328125
30	13	-75.69580078125	134.60693359375	221.61865234375	-217.90771484375
30	14	-77.35595703125	137.59765625	222.83935546875	-218.00537109375
30	15	-68.73779296875	133.48388671875	221.13037109375	-221.09375
30	16	-70.05615234375	137.78076171875	218.93310546875	-225.9765625
30	17	-68.7744140625	130.37109375	224.755859375	-229.248046875
30	18	-67.041015625	132.97119140625	225.341796875	-227.685546875
30	19	-71.54541015625	132.60498046875	226.35498046875	-236.4501953125
30	20	-70.10498046875	136.9384765625	225.06103515625	-240.51513671875
30	21	-65.3076171875	132.9833984375	230.57861328125	-235.68115234375
30	22	-67.34619140625	131.62841796875	231.57958984375	-238.92822265625
30	23	-65.1611328125	129.38232421875	232.5927734375	-238.80615234375
30	24	-65.4052734375	127.587890625	227.24609375	-244.4580078125
30	25	-66.552734375	126.5625	228.955078125	-237.2802734375
30	26	-66.39404296875	131.21337890625	231.7138671875	-240.4541015625
30	27	-63.0615234375	132.51953125	231.494140625	-241.4306640625
30	28	-65.13671875	130.21240234375	228.35693359375	-240.380859375
30	29	-63.34228515625	131.982421875	229.40673828125	-245.5078125
30	30	-67.7978515625	126.35498046875	230.37109375	-239.5263671875
30	31	-65.71044921875	130.70068359375	231.94580078125	-240.39306640625
30	32	-64.794921875	133.5693359375	235.94970703125	-240.34423828125
30	33	-62.109375	130.43212890625	232.11669921875	-243.0419921875
30	34	-61.181640625	131.38427734375	231.94580078125	-240.63720703125
30	35	-63.61083984375	129.01611328125	231.4697265625	-247.65625
30	36	-63.58642578125	134.06982421875	229.21142578125	-243.56689453125
30	37	-68.51806640625	135.5224609375	221.35009765625	-242.7001953125
30	38	-77.1240234375	130.712890625	194.873046875	-248.095703125
30	39	-78.4912109375	134.228515625	195.30029296875	-244.44580078125
30	40	-82.80029296875	127.69775390625	189.84375	-242.236328125
30	41	-80.6884765625	127.1240234375	191.943359375	-244.9951171875
30	42	-81.50634765625	125.9033203125	193.59130859375	-248.291015625
30	43	-77.84423828125	128.69873046875	192.73681640625	-250.09765625
30	44	-79.9072265625	131.8603515625	190.0634765625	-247.265625
30	45	-80.35888671875	124.98779296875	192.1875	-245.556640625
30	46	-81.06689453125	126.5380859375	190.13671875	-245.22705078125
30	47	-81.31103515625	132.75146484375	195.64208984375	-244.10400390625
30	48	-80.82275390625	120.60546875	187.39013671875	-250.03662109375
30	49	-77.8076171875	124.35302734375	191.39404296875	-246.17919921875
30	50	-81.48193359375	124.8291015625	192.66357421875	-252.2705078125
30	51	-76.30615234375	131.0791015625	198.8037109375	-247.00927734375
30	52	-81.99462890625	126.953125	198.20556640625	-247.021484375
30	53	-76.416015625	122.16796875	195.00732421875	-248.1689453125
30	54	-78.271484375	126.28173828125	190.771484375	-250.1708984375
30	55	-78.80859375	129.94384765625	195.01953125	-251.25732421875
30	56	-79.38232421875	132.2509765625	197.35107421875	-244.6533203125
30	57	-77.72216796875	125.52490234375	196.37451171875	-253.28369140625
30	58	-78.0029296875	127.2216796875	200.28076171875	-252.0751953125
30	59	-79.5654296875	128.4912109375	194.39697265625	-257.6171875
30	60	-81.7138671875	129.65087890625	199.365234375	-247.88818359375
30	61	-80.0537109375	128.0029296875	201.4892578125	-255.79833984375
30	62	-82.4462890625	125.927734375	196.78955078125	-250.5126953125
30	63	-85.72998046875	122.216796875	200.03662109375	-254.345703125
30	64	-82.080078125	128.9306640625	206.01806640625	-248.98681640625
30	65	-79.0771484375	127.25830078125	198.88916015625	-245.7275390625
30	66	-83.056640625	128.4912109375	203.67431640625	-254.1748046875
30	67	-78.7841796875	122.81494140625	200.09765625	-258.26416015625
30	68	-82.36083984375	125.09765625	201.20849609375	-252.99072265625
30	69	-77.9052734375	123.9013671875	201.513671875	-248.1201171875
30	70	-80.859375	129.248046875	203.03955078125	-253.0029296875

31	10	-87.26806640625	135.92529296875	208.19091796875	-195.17822265625
31	11	-91.27197265625	138.5498046875	211.97509765625	-203.2958984375
31	12	-80.2734375	138.31787109375	217.56591796875	-213.3544921875
31	13	-78.8818359375	135.5224609375	224.658203125	-214.0869140625
31	14	-76.45263671875	141.69921875	222.13134765625	-221.37451171875
31	15	-75.146484375	130.1513671875	221.4111328125	-220.81298828125
31	16	-73.15673828125	132.43408203125	227.77099609375	-226.67236328125
31	17	-73.18115234375	137.26806640625	222.0703125	-224.51171875
31	18	-71.86279296875	129.3212890625	223.095703125	-226.59912109375
31	19	-67.81005859375	133.4716796875	225.03662109375	-234.5703125
31	20	-66.44287109375	130.56640625	225.52490234375	-232.4951171875
31	21	-70.0927734375	133.85009765625	224.21875	-237.95166015625
31	22	-66.32080078125	131.43310546875	222.55859375	-238.134765625
31	23	-69.49462890625	130.859375	228.759765625	-238.623046875
31	24	-66.89453125	131.16455078125	231.38427734375	-238.5009765625
31	25	-60.9130859375	128.16162109375	232.45849609375	-239.990234375
31	26	-66.07666015625	127.99072265625	226.52587890625	-244.34814453125
31	27	-63.78173828125	129.89501953125	234.21630859375	-237.0361328125
31	28	-62.7197265625	127.42919921875	231.8359375	-237.109375
31	29	-63.73291015625	134.1064453125	232.3486328125	-241.10107421875
31	30	-65.52734375	131.67724609375	227.96630859375	-242.67578125
31	31	-61.80419921875	130.1025390625	227.734375	-245.66650390625
31	32	-63.73291015625	124.9267578125	232.50732421875	-244.03076171875
31	33	-65.49072265625	132.89794921875	227.7587890625	-245.69091796875
31	34	-63.8916015625	124.12109375	232.958984375	-241.90673828125
31	35	-64.12353515625	123.03466796875	227.57568359375	-243.71337890625
31	36	-68.24951171875	130.9326171875	219.61669921875	-242.10205078125
31	37	-66.2109375	134.2529296875	214.55078125	-241.93115234375
31	38	-78.16162109375	129.6142578125	203.1494140625	-245.49560546875
31	39	-78.35693359375	129.4189453125	197.74169921875	-242.12646484375
31	40	-78.1494140625	131.103515625	196.6796875	-244.6533203125
31	41	-81.3232421875	119.5068359375	190.478515625	-252.34375
31	42	-80.859375	129.79736328125	190.283203125	-249.951171875
31	43	-80.67626953125	123.27880859375	196.13037109375	-246.44775390625
31	44	-82.7880859375	129.5654296875	193.81103515625	-249.8046875
31	45	-76.123046875	130.87158203125	196.03271484375	-248.3154296875
31	46	-75.341796875	124.5361328125	188.75732421875	-245.849609375
31	47	-80.23681640625	127.6123046875	199.25537109375	-253.74755859375
31	48	-81.87255859375	125.9521484375	200.68359375	-245.78857421875
31	49	-79.13818359375	126.72119140625	194.775390625	-243.2373046875
31	50	-79.21142578125	126.9287109375	196.3623046875	-251.85546875
31	51	-80.50537109375	125.732421875	199.30419921875	-242.8955078125
31	52	-75.20751953125	127.9052734375	192.67578125	-251.28173828125
31	53	-80.57861328125	133.19091796875	193.54248046875	-254.13818359375
31	54	-82.45849609375	126.220703125	202.978515625	-246.86279296875
31	55	-85.1806640625	130.52978515625	201.59912109375	-248.6083984375
31	56	-75.30517578125	125.67138671875	203.84521484375	-247.2900390625
31	57	-82.2998046875	126.318359375	200.6591796875	-244.10400390625
31	58	-79.62646484375	128.18603515625	199.0966796875	-251.67236328125
31	59	-86.7431640625	124.462890625	201.35498046875	-252.880859375
31	60	-77.38037109375	128.22265625	197.35107421875	-253.41796875
31	61	-70.556640625	127.74658203125	204.94384765625	-258.30078125
31	62	-71.7041015625	124.3408203125	200.98876953125	-251.52587890625
31	63	-76.0986328125	126.15966796875	195.947265625	-252.45361328125
31	64	-77.33154296875	128.03955078125	198.91357421875	-252.52685546875
